order_id,product,quantity,price,total_sales,order_date,customer_id,region
ORD0033,Tablet,3,500,1500,2024-10-15 12:31:38.768541,CUST270,South
ORD0034,Smartwatch,3,200,600,2024-01-13 12:31:38.768544,CUST279,South
ORD0035,Headphones,3,200,600,2024-06-02 12:31:38.768548,CUST260,South
ORD0036,Smartwatch,1,1500,1500,2024-07-14 12:31:38.768551,CUST260,South
ORD0037,Smartphone,3,500,1500,2024-08-15 12:31:38.768553,CUST284,East
ORD0038,Smartwatch,4,1500,6000,2024-10-17 12:31:38.768556,CUST11,South
ORD0039,Laptop,3,500,1500,2024-09-16 12:31:38.768558,CUST200,North
ORD0040,Laptop,4,1500,6000,2024-07-16 12:31:38.768561,CUST241,South
ORD0041,Smartphone,4,1000,4000,2024-11-13 12:31:38.768564,CUST23,North
ORD0042,Headphones,2,200,400,2024-11-18 12:31:38.768567,CUST199,West
ORD0043,Tablet,4,700,2800,2024-06-24 12:31:38.768569,CUST192,East
ORD0044,Headphones,3,500,1500,2024-11-16 12:31:38.768572,CUST130,East
ORD0045,Laptop,4,1000,4000,2024-07-05 12:31:38.768575,CUST9,West
ORD0046,Headphones,3,200,600,2024-07-12 12:31:38.768577,CUST183,North
ORD0047,Headphones,4,200,800,2024-03-01 12:31:38.768580,CUST35,South
ORD0048,Smartwatch,3,200,600,2024-08-22 12:31:38.768582,CUST177,South
ORD0049,Laptop,4,1000,4000,2024-12-13 12:31:38.768585,CUST124,North
ORD0050,Smartphone,4,700,2800,2024-05-14 12:31:38.768588,CUST54,South
ORD0051,Tablet,3,1500,4500,2024-04-05 12:31:38.768591,CUST298,North
ORD0052,Smartwatch,3,500,1500,2024-11-02 12:31:38.768594,CUST171,East
ORD0053,Monitor,2,500,1000,2024-06-25 12:31:38.768596,CUST69,East
ORD0054,Smartphone,3,200,600,2024-11-25 12:31:38.768599,CUST23,South
ORD0055,Monitor,2,1500,3000,2024-03-28 12:31:38.768602,CUST181,East
ORD0056,Headphones,2,1000,2000,2024-08-07 12:31:38.768604,CUST280,West
ORD0057,Smartphone,2,500,1000,2024-02-18 12:31:38.768607,CUST174,North
ORD0058,Laptop,4,500,2000,2024-02-23 12:31:38.768609,CUST90,East
ORD0059,Headphones,4,1000,4000,2024-07-03 12:31:38.768612,CUST238,North
ORD0060,Smartwatch,1,500,500,2024-03-15 12:31:38.768615,CUST246,West
ORD0061,Headphones,2,200,400,2024-09-28 12:31:38.768618,CUST94,East
ORD0062,Monitor,4,200,800,2024-01-10 12:31:38.768621,CUST70,East
ORD0063,Headphones,2,700,1400,2024-11-30 12:31:38.768624,CUST33,East
ORD0064,Smartphone,3,700,2100,2024-12-12 12:31:38.768626,CUST235,West
ORD0065,Smartwatch,2,700,1400,2024-02-01 12:31:38.768629,CUST19,West
ORD0066,Headphones,4,1500,6000,2024-09-10 12:31:38.768632,CUST151,South
ORD0067,Tablet,3,1500,4500,2024-08-09 12:31:38.768635,CUST104,West
ORD0068,Monitor,4,500,2000,2024-11-25 12:31:38.768638,CUST23,East
ORD0069,Headphones,4,1500,6000,2024-09-07 12:31:38.768641,CUST103,South
ORD0070,Smartphone,1,1500,1500,2024-11-14 12:31:38.768644,CUST22,West
ORD0071,Monitor,3,200,600,2024-06-24 12:31:38.768646,CUST162,East
ORD0072,Tablet,4,1500,6000,2024-08-15 12:31:38.768649,CUST159,West
ORD0073,Tablet,3,500,1500,2024-05-17 12:31:38.768651,CUST264,South
ORD0074,Monitor,3,1000,3000,2024-02-14 12:31:38.768656,CUST204,South
ORD0075,Smartwatch,4,1000,4000,2024-07-02 12:31:38.768659,CUST279,West
ORD0076,Laptop,1,1500,1500,2024-10-13 12:31:38.768661,CUST243,West
ORD0077,Monitor,2,1500,3000,2024-06-29 12:31:38.768664,CUST130,South
ORD0078,Monitor,4,200,800,2024-07-07 12:31:38.768667,CUST19,West
ORD0079,Monitor,2,200,400,2024-09-19 12:31:38.768671,CUST98,West
ORD0080,Smartwatch,2,700,1400,2024-01-27 12:31:38.768673,CUST147,East
ORD0081,Smartphone,4,200,800,2024-08-21 12:31:38.768676,CUST183,South
ORD0082,Monitor,1,1500,1500,2024-01-11 12:31:38.768679,CUST25,West
ORD0083,Tablet,1,1500,1500,2024-01-21 12:31:38.768682,CUST170,South
ORD0084,Headphones,2,1500,3000,2024-02-08 12:31:38.768685,CUST140,South
ORD0085,Laptop,1,200,200,2024-11-29 12:31:38.768688,CUST64,East
ORD0086,Monitor,2,200,400,2024-02-28 12:31:38.768690,CUST189,South
ORD0087,Tablet,3,500,1500,2024-02-14 12:31:38.768693,CUST224,North
ORD0088,Monitor,4,1500,6000,2024-10-09 12:31:38.768696,CUST205,West
ORD0089,Tablet,4,500,2000,2024-04-06 12:31:38.768698,CUST226,South
ORD0090,Tablet,4,700,2800,2024-09-01 12:31:38.768701,CUST198,North
ORD0091,Laptop,2,1500,3000,2024-10-13 12:31:38.768704,CUST174,West
ORD0092,Smartphone,2,700,1400,2024-05-13 12:31:38.768706,CUST96,East
ORD0093,Monitor,1,200,200,2024-06-24 12:31:38.768709,CUST255,North
ORD0094,Monitor,2,1000,2000,2024-08-19 12:31:38.768712,CUST255,South
ORD0095,Laptop,1,1000,1000,2024-02-12 12:31:38.768715,CUST189,North
ORD0096,Smartphone,4,200,800,2024-01-18 12:31:38.768718,CUST266,South
ORD0097,Monitor,4,500,2000,2024-03-25 12:31:38.768721,CUST137,North
ORD0098,Smartwatch,3,1500,4500,2024-09-14 12:31:38.768724,CUST43,South
ORD0099,Laptop,4,1000,4000,2024-01-20 12:31:38.768727,CUST218,East
ORD0100,Tablet,2,700,1400,2024-07-22 12:31:38.768730,CUST41,East
ORD0101,Laptop,1,500,500,2024-12-07 12:31:38.768734,CUST221,South
ORD0102,Laptop,3,500,1500,2024-09-09 12:31:38.768737,CUST93,East
ORD0103,Monitor,4,700,2800,2024-12-19 12:31:38.768740,CUST280,South
ORD0104,Tablet,3,1500,4500,2024-07-27 12:31:38.768744,CUST151,South
ORD0105,Smartphone,3,500,1500,2024-06-13 12:31:38.768747,CUST165,West
ORD0106,Smartwatch,2,1500,3000,2024-08-20 12:31:38.768752,CUST53,South
ORD0107,Headphones,4,1500,6000,2024-12-02 12:31:38.768755,CUST41,East
ORD0108,Laptop,4,1000,4000,2024-09-18 12:31:38.768757,CUST168,East
ORD0109,Monitor,1,500,500,2024-03-20 12:31:38.768760,CUST152,West
ORD0110,Smartphone,2,1000,2000,2024-07-27 12:31:38.768763,CUST157,North
ORD0111,Monitor,1,700,700,2024-09-18 12:31:38.768766,CUST229,East
ORD0112,Smartwatch,1,700,700,2024-02-04 12:31:38.768768,CUST219,East
ORD0113,Smartwatch,3,500,1500,2024-04-24 12:31:38.768771,CUST86,South
ORD0114,Laptop,4,1000,4000,2024-06-16 12:31:38.768774,CUST228,South
ORD0115,Monitor,2,200,400,2024-02-10 12:31:38.768777,CUST180,West
ORD0116,Smartwatch,2,1000,2000,2024-05-15 12:31:38.768780,CUST229,East
ORD0117,Headphones,2,700,1400,2024-10-23 12:31:38.768782,CUST22,West
ORD0118,Smartwatch,3,200,600,2024-08-22 12:31:38.768785,CUST181,North
ORD0119,Tablet,2,1000,2000,2024-10-25 12:31:38.768788,CUST223,West
ORD0120,Smartwatch,1,1500,1500,2024-08-31 12:31:38.768791,CUST141,South
ORD0121,Smartwatch,3,1500,4500,2024-03-23 12:31:38.768793,CUST30,West
ORD0122,Laptop,2,700,1400,2024-04-04 12:31:38.768796,CUST39,North
ORD0123,Smartwatch,3,1000,3000,2024-08-23 12:31:38.768799,CUST208,West
ORD0124,Headphones,3,1000,3000,2024-03-11 12:31:38.768802,CUST187,North
ORD0125,Smartphone,3,500,1500,2024-05-30 12:31:38.768805,CUST263,East
ORD0126,Smartphone,2,200,400,2024-03-12 12:31:38.768808,CUST82,West
ORD0127,Smartwatch,4,200,800,2024-06-14 12:31:38.768811,CUST16,South
ORD0128,Laptop,2,700,1400,2024-07-03 12:31:38.768814,CUST74,North
ORD0129,Monitor,3,500,1500,2024-09-14 12:31:38.768818,CUST225,South
ORD0130,Smartphone,1,200,200,2024-10-26 12:31:38.768821,CUST18,North
ORD0131,Headphones,1,200,200,2024-04-19 12:31:38.768824,CUST65,North
ORD0132,Headphones,1,1000,1000,2024-04-27 12:31:38.768827,CUST35,West
ORD0133,Laptop,4,500,2000,2024-11-19 12:31:38.768830,CUST121,North
ORD0134,Smartwatch,1,700,700,2024-12-11 12:31:38.768833,CUST188,East
ORD0135,Smartwatch,1,1500,1500,2024-11-09 12:31:38.768836,CUST186,West
ORD0136,Laptop,3,700,2100,2024-10-18 12:31:38.768839,CUST197,East
ORD0137,Laptop,1,1500,1500,2024-02-18 12:31:38.768842,CUST291,North
ORD0138,Tablet,2,700,1400,2024-10-15 12:31:38.768845,CUST17,West
ORD0139,Headphones,1,500,500,2024-01-22 12:31:38.768848,CUST79,North
ORD0140,Laptop,3,1500,4500,2024-06-02 12:31:38.768850,CUST231,East
ORD0141,Smartwatch,4,200,800,2024-03-05 12:31:38.768853,CUST190,North
ORD0142,Smartwatch,3,1500,4500,2024-12-03 12:31:38.768856,CUST191,West
ORD0143,Smartwatch,1,1500,1500,2024-06-21 12:31:38.768858,CUST228,North
ORD0144,Headphones,2,1000,2000,2024-06-23 12:31:38.768861,CUST40,West
ORD0145,Smartwatch,1,500,500,2024-03-05 12:31:38.768864,CUST294,West
ORD0146,Headphones,3,1500,4500,2024-05-10 12:31:38.768867,CUST71,North
ORD0147,Laptop,1,200,200,2024-04-09 12:31:38.768870,CUST272,West
ORD0148,Smartphone,3,1000,3000,2024-08-29 12:31:38.768873,CUST188,South
ORD0149,Headphones,4,500,2000,2024-03-27 12:31:38.768876,CUST204,North
ORD0150,Laptop,2,1000,2000,2024-12-30 12:31:38.768879,CUST161,North
ORD0151,Smartwatch,1,1000,1000,2024-01-22 12:31:38.768882,CUST143,South
ORD0152,Smartwatch,1,1000,1000,2024-11-07 12:31:38.768885,CUST128,West
ORD0153,Smartwatch,2,500,1000,2024-01-21 12:31:38.768888,CUST59,North
ORD0154,Smartwatch,4,1000,4000,2024-04-05 12:31:38.768892,CUST14,East
ORD0155,Smartwatch,3,500,1500,2024-08-21 12:31:38.768895,CUST96,West
ORD0156,Smartphone,4,700,2800,2024-02-11 12:31:38.768898,CUST256,South
ORD0157,Smartwatch,2,200,400,2024-07-14 12:31:38.768901,CUST266,West
ORD0158,Monitor,1,1000,1000,2024-11-08 12:31:38.768904,CUST199,South
ORD0159,Laptop,2,700,1400,2024-08-07 12:31:38.768907,CUST288,South
ORD0160,Headphones,1,500,500,2024-05-27 12:31:38.768910,CUST61,West
ORD0161,Smartphone,3,700,2100,2024-10-16 12:31:38.768913,CUST135,South
ORD0162,Smartphone,2,1500,3000,2024-05-17 12:31:38.768916,CUST134,North
ORD0163,Monitor,1,700,700,2025-01-03 12:31:38.768919,CUST229,East
ORD0164,Tablet,1,1000,1000,2024-08-23 12:31:38.768922,CUST110,North
ORD0165,Smartphone,3,500,1500,2024-04-23 12:31:38.768925,CUST147,South
ORD0166,Smartphone,2,500,1000,2024-10-05 12:31:38.768928,CUST252,South
ORD0167,Headphones,1,700,700,2024-04-20 12:31:38.768931,CUST103,South
ORD0168,Smartphone,1,200,200,2024-11-11 12:31:38.768934,CUST63,South
ORD0169,Smartphone,4,1000,4000,2024-02-19 12:31:38.768938,CUST70,South
ORD0170,Headphones,2,200,400,2024-08-05 12:31:38.768941,CUST38,West
ORD0171,Smartphone,4,700,2800,2024-02-12 12:31:38.768944,CUST232,West
ORD0172,Monitor,1,1000,1000,2024-04-20 12:31:38.768947,CUST89,North
ORD0173,Headphones,2,500,1000,2024-02-28 12:31:38.768950,CUST228,North
ORD0174,Monitor,4,700,2800,2024-09-25 12:31:38.768954,CUST45,East
ORD0175,Smartphone,2,700,1400,2024-10-18 12:31:38.768957,CUST164,North
ORD0176,Tablet,4,200,800,2024-06-27 12:31:38.768960,CUST178,West
ORD0177,Monitor,2,500,1000,2024-10-14 12:31:38.768962,CUST34,East
ORD0178,Smartwatch,2,700,1400,2024-04-03 12:31:38.768965,CUST282,South
ORD0179,Smartphone,1,200,200,2024-04-08 12:31:38.768968,CUST278,North
ORD0180,Smartwatch,2,700,1400,2025-01-04 12:31:38.768971,CUST149,South
ORD0181,Tablet,2,200,400,2024-03-04 12:31:38.768975,CUST154,East
ORD0182,Monitor,3,700,2100,2024-07-23 12:31:38.768977,CUST81,West
ORD0183,Monitor,1,500,500,2024-04-29 12:31:38.768980,CUST90,East
ORD0184,Smartwatch,2,1000,2000,2024-12-26 12:31:38.768983,CUST186,South
ORD0185,Headphones,3,1500,4500,2024-11-08 12:31:38.768986,CUST261,South
ORD0186,Tablet,2,700,1400,2024-07-03 12:31:38.768989,CUST115,North
ORD0187,Smartwatch,1,700,700,2024-07-31 12:31:38.768992,CUST63,South
ORD0188,Laptop,3,1500,4500,2024-09-04 12:31:38.768995,CUST103,West
ORD0189,Smartwatch,3,1000,3000,2024-12-06 12:31:38.768998,CUST72,West
ORD0190,Headphones,4,200,800,2024-09-03 12:31:38.769013,CUST122,West
ORD0191,Laptop,4,500,2000,2024-03-20 12:31:38.769016,CUST253,North
ORD0192,Headphones,4,200,800,2024-11-25 12:31:38.769019,CUST14,East
ORD0193,Laptop,2,200,400,2024-11-22 12:31:38.769022,CUST185,West
ORD0194,Laptop,3,200,600,2024-05-01 12:31:38.769025,CUST284,East
ORD0195,Monitor,2,1500,3000,2024-11-30 12:31:38.769029,CUST294,North
ORD0196,Tablet,3,700,2100,2024-04-07 12:31:38.769032,CUST189,North
ORD0197,Headphones,4,500,2000,2024-11-01 12:31:38.769035,CUST240,East
ORD0198,Tablet,2,1000,2000,2024-10-31 12:31:38.769038,CUST283,North
ORD0199,Monitor,1,200,200,2024-02-02 12:31:38.769041,CUST67,North
ORD0200,Headphones,2,1500,3000,2024-05-06 12:31:38.769044,CUST45,South
ORD0201,Smartphone,3,1000,3000,2024-03-29 12:31:38.769047,CUST34,East
ORD0202,Smartphone,3,500,1500,2024-10-12 12:31:38.769054,CUST159,West
ORD0203,Tablet,3,200,600,2024-08-22 12:31:38.769057,CUST204,South
ORD0204,Headphones,4,200,800,2024-04-09 12:31:38.769060,CUST246,East
ORD0205,Smartphone,2,1000,2000,2024-02-29 12:31:38.769063,CUST270,North
ORD0206,Smartphone,3,500,1500,2024-06-02 12:31:38.769066,CUST211,North
ORD0207,Monitor,4,200,800,2024-09-18 12:31:38.769070,CUST210,West
ORD0208,Smartphone,4,1500,6000,2024-04-03 12:31:38.769073,CUST295,West
ORD0209,Laptop,3,500,1500,2024-01-17 12:31:38.769075,CUST38,South
ORD0210,Smartphone,2,700,1400,2024-09-24 12:31:38.769078,CUST65,North
ORD0211,Laptop,2,1000,2000,2024-01-05 12:31:38.769081,CUST163,North
ORD0212,Monitor,3,500,1500,2024-07-29 12:31:38.769084,CUST38,West
ORD0213,Monitor,1,500,500,2024-06-14 12:31:38.769086,CUST231,North
ORD0214,Smartphone,4,500,2000,2024-01-27 12:31:38.769089,CUST239,North
ORD0215,Monitor,2,1500,3000,2024-02-07 12:31:38.769092,CUST265,East
ORD0216,Tablet,4,200,800,2024-06-27 12:31:38.769094,CUST177,West
ORD0217,Smartphone,4,700,2800,2024-05-25 12:31:38.769097,CUST66,North
ORD0218,Tablet,3,700,2100,2024-04-15 12:31:38.769099,CUST283,North
ORD0219,Tablet,2,500,1000,2024-05-18 12:31:38.769102,CUST94,South
ORD0220,Tablet,1,200,200,2024-11-04 12:31:38.769104,CUST67,West
ORD0221,Smartphone,1,700,700,2024-08-31 12:31:38.769107,CUST222,East
ORD0222,Tablet,3,700,2100,2024-09-11 12:31:38.769109,CUST258,North
ORD0223,Smartphone,3,1000,3000,2024-12-03 12:31:38.769112,CUST29,North
ORD0224,Headphones,1,700,700,2024-07-15 12:31:38.769115,CUST64,East
ORD0225,Smartwatch,3,1000,3000,2024-12-25 12:31:38.769117,CUST266,South
ORD0226,Smartwatch,2,500,1000,2024-03-09 12:31:38.769119,CUST79,South
ORD0227,Smartwatch,3,200,600,2024-03-27 12:31:38.769122,CUST156,South
ORD0228,Tablet,1,1000,1000,2024-09-09 12:31:38.769125,CUST85,South
ORD0229,Smartwatch,4,700,2800,2024-03-09 12:31:38.769130,CUST83,East
ORD0230,Smartwatch,2,500,1000,2024-09-14 12:31:38.769133,CUST166,South
ORD0231,Tablet,1,700,700,2025-01-01 12:31:38.769136,CUST116,West
ORD0232,Smartphone,3,1500,4500,2024-11-29 12:31:38.769139,CUST178,West
ORD0233,Headphones,2,1500,3000,2024-01-08 12:31:38.769141,CUST266,East
ORD0234,Smartphone,1,700,700,2024-02-16 12:31:38.769145,CUST146,East
ORD0235,Laptop,1,500,500,2024-12-05 12:31:38.769148,CUST41,West
ORD0236,Laptop,3,200,600,2024-09-09 12:31:38.769151,CUST129,East
ORD0237,Monitor,2,200,400,2024-12-01 12:31:38.769154,CUST101,East
ORD0238,Smartwatch,1,200,200,2024-12-19 12:31:38.769157,CUST283,North
ORD0239,Laptop,1,1000,1000,2024-07-19 12:31:38.769160,CUST141,West
ORD0240,Headphones,4,700,2800,2024-11-29 12:31:38.769162,CUST65,West
ORD0241,Headphones,4,700,2800,2024-04-16 12:31:38.769165,CUST156,West
ORD0242,Monitor,2,1000,2000,2024-09-05 12:31:38.769167,CUST274,South
ORD0243,Headphones,3,200,600,2024-08-15 12:31:38.769170,CUST48,West
ORD0244,Laptop,1,200,200,2024-01-28 12:31:38.769172,CUST258,West
ORD0245,Monitor,1,500,500,2024-05-01 12:31:38.769175,CUST87,East
ORD0246,Headphones,4,1500,6000,2024-09-17 12:31:38.769178,CUST298,South
ORD0247,Headphones,1,200,200,2024-04-03 12:31:38.769180,CUST79,South
ORD0248,Smartphone,2,500,1000,2024-10-29 12:31:38.769183,CUST88,North
ORD0249,Laptop,4,200,800,2024-03-18 12:31:38.769185,CUST173,West
ORD0250,Smartphone,1,700,700,2024-03-15 12:31:38.769188,CUST289,South
ORD0251,Tablet,3,1000,3000,2024-05-07 12:31:38.769191,CUST22,South
ORD0252,Smartwatch,1,1500,1500,2024-09-02 12:31:38.769194,CUST15,North
ORD0253,Smartwatch,4,700,2800,2024-05-07 12:31:38.769196,CUST42,South
ORD0254,Tablet,1,200,200,2024-06-10 12:31:38.769199,CUST24,West
ORD0255,Tablet,4,1500,6000,2024-09-29 12:31:38.769202,CUST296,East
ORD0256,Monitor,2,200,400,2024-11-17 12:31:38.769205,CUST136,North
ORD0257,Headphones,1,700,700,2024-11-16 12:31:38.769207,CUST108,West
ORD0258,Tablet,3,700,2100,2024-02-02 12:31:38.769210,CUST293,South
ORD0259,Smartphone,2,500,1000,2024-05-29 12:31:38.769213,CUST214,East
ORD0260,Laptop,4,1000,4000,2024-07-07 12:31:38.769216,CUST16,West
ORD0261,Smartwatch,4,1000,4000,2024-06-02 12:31:38.769219,CUST255,East
ORD0262,Laptop,4,200,800,2024-06-08 12:31:38.769222,CUST280,North
ORD0263,Monitor,1,200,200,2024-05-10 12:31:38.769225,CUST149,East
ORD0264,Headphones,1,200,200,2024-12-08 12:31:38.769227,CUST155,South
ORD0265,Smartwatch,1,200,200,2024-01-26 12:31:38.769230,CUST248,West
ORD0266,Smartwatch,2,1500,3000,2024-02-05 12:31:38.769233,CUST126,West
ORD0267,Laptop,4,1000,4000,2024-02-09 12:31:38.769236,CUST208,North
ORD0268,Laptop,2,500,1000,2024-11-15 12:31:38.769239,CUST153,East
ORD0269,Laptop,1,500,500,2024-12-04 12:31:38.769241,CUST233,West
ORD0270,Headphones,2,700,1400,2024-06-12 12:31:38.769244,CUST38,North
ORD0271,Smartphone,2,700,1400,2024-07-15 12:31:38.769247,CUST31,East
ORD0272,Smartphone,2,1500,3000,2024-11-10 12:31:38.769249,CUST81,West
ORD0273,Tablet,1,1000,1000,2024-08-30 12:31:38.769252,CUST226,North
ORD0274,Headphones,4,500,2000,2024-09-28 12:31:38.769255,CUST213,West
ORD0275,Laptop,1,500,500,2024-09-29 12:31:38.769258,CUST248,West
ORD0276,Headphones,2,500,1000,2024-04-05 12:31:38.769261,CUST238,East
ORD0277,Smartphone,3,1000,3000,2024-05-20 12:31:38.769263,CUST105,North
ORD0278,Tablet,3,1000,3000,2024-10-25 12:31:38.769266,CUST175,North
ORD0279,Smartwatch,3,700,2100,2024-06-02 12:31:38.769269,CUST74,North
ORD0280,Monitor,4,1500,6000,2024-10-03 12:31:38.769271,CUST161,North
ORD0281,Smartwatch,3,1000,3000,2024-08-15 12:31:38.769274,CUST164,North
ORD0282,Monitor,4,1500,6000,2024-05-13 12:31:38.769277,CUST177,West
ORD0283,Headphones,4,1000,4000,2024-08-30 12:31:38.769279,CUST205,South
ORD0284,Tablet,4,1500,6000,2024-11-27 12:31:38.769282,CUST67,North
ORD0285,Headphones,3,500,1500,2024-05-23 12:31:38.769285,CUST190,South
ORD0286,Tablet,3,700,2100,2024-03-29 12:31:38.769288,CUST264,South
ORD0287,Smartphone,1,700,700,2024-11-15 12:31:38.769292,CUST288,South
ORD0288,Tablet,4,500,2000,2024-12-10 12:31:38.769295,CUST55,West
ORD0289,Tablet,3,700,2100,2024-02-06 12:31:38.769298,CUST164,North
ORD0290,Monitor,1,200,200,2024-04-03 12:31:38.769300,CUST124,North
ORD0291,Laptop,1,500,500,2024-12-28 12:31:38.769303,CUST239,South
ORD0292,Smartwatch,2,1500,3000,2024-11-18 12:31:38.769306,CUST63,East
ORD0293,Smartwatch,3,200,600,2024-09-05 12:31:38.769309,CUST137,East
ORD0294,Monitor,2,200,400,2024-10-11 12:31:38.769312,CUST231,South
ORD0295,Smartphone,4,1000,4000,2024-06-10 12:31:38.769314,CUST127,East
ORD0296,Smartphone,3,200,600,2024-05-01 12:31:38.769317,CUST73,South
ORD0297,Smartphone,1,700,700,2024-05-03 12:31:38.769320,CUST50,South
ORD0298,Monitor,1,500,500,2024-09-17 12:31:38.769323,CUST26,South
ORD0299,Tablet,3,700,2100,2024-06-13 12:31:38.769326,CUST149,West
ORD0300,Tablet,4,1000,4000,2024-12-05 12:31:38.769328,CUST197,South
ORD0301,Laptop,2,200,400,2024-10-12 12:31:38.769331,CUST215,South
ORD0302,Monitor,1,1500,1500,2024-06-24 12:31:38.769334,CUST128,South
ORD0303,Smartwatch,3,200,600,2025-01-03 12:31:38.769336,CUST82,West
ORD0304,Headphones,2,700,1400,2024-06-19 12:31:38.769339,CUST168,North
ORD0305,Smartphone,1,500,500,2024-08-22 12:31:38.769342,CUST296,North
ORD0306,Tablet,2,700,1400,2024-05-17 12:31:38.769344,CUST161,South
ORD0307,Laptop,3,1000,3000,2024-08-11 12:31:38.769348,CUST98,North
ORD0308,Smartphone,2,500,1000,2024-06-02 12:31:38.769351,CUST82,West
ORD0309,Laptop,1,500,500,2024-01-14 12:31:38.769353,CUST256,South
ORD0310,Laptop,1,1500,1500,2024-03-26 12:31:38.769358,CUST264,West
ORD0311,Smartphone,2,1500,3000,2024-02-01 12:31:38.769362,CUST240,West
ORD0312,Laptop,3,200,600,2024-04-30 12:31:38.769364,CUST256,South
ORD0313,Headphones,2,500,1000,2024-10-17 12:31:38.769368,CUST158,North
ORD0314,Smartphone,3,1500,4500,2024-09-29 12:31:38.769370,CUST255,East
ORD0315,Smartwatch,3,200,600,2024-08-06 12:31:38.769373,CUST12,South
ORD0316,Laptop,1,500,500,2024-09-15 12:31:38.769375,CUST47,South
ORD0317,Tablet,3,200,600,2024-12-06 12:31:38.769378,CUST202,South
ORD0318,Headphones,3,500,1500,2024-03-14 12:31:38.769381,CUST259,South
ORD0319,Laptop,4,200,800,2024-04-02 12:31:38.769384,CUST235,South
ORD0320,Headphones,2,500,1000,2024-12-04 12:31:38.769387,CUST124,West
ORD0321,Tablet,3,200,600,2024-07-28 12:31:38.769389,CUST111,West
ORD0322,Monitor,2,200,400,2024-12-06 12:31:38.769392,CUST299,South
ORD0323,Monitor,3,500,1500,2024-12-10 12:31:38.769395,CUST181,North
ORD0324,Smartphone,2,500,1000,2024-03-11 12:31:38.769398,CUST25,North
ORD0325,Smartphone,3,1500,4500,2024-05-05 12:31:38.769401,CUST26,East
ORD0326,Headphones,1,500,500,2024-04-22 12:31:38.769404,CUST145,North
ORD0327,Smartwatch,2,1000,2000,2024-04-08 12:31:38.769406,CUST254,North
ORD0328,Headphones,1,200,200,2024-10-16 12:31:38.769409,CUST241,East
ORD0329,Tablet,3,500,1500,2024-12-06 12:31:38.769413,CUST147,East
ORD0330,Laptop,2,200,400,2024-04-19 12:31:38.769416,CUST275,East
ORD0331,Smartphone,2,500,1000,2024-11-24 12:31:38.769419,CUST5,South
ORD0332,Headphones,1,700,700,2024-10-01 12:31:38.769421,CUST56,South
ORD0333,Smartphone,2,1500,3000,2024-11-30 12:31:38.769424,CUST221,West
ORD0334,Smartwatch,1,1000,1000,2024-03-06 12:31:38.769427,CUST69,West
ORD0335,Monitor,1,500,500,2024-12-01 12:31:38.769429,CUST136,East
